code,name,abbreviation,domain,n_items,license,url,citation,repository,languages,n_dimensions,has_scoring,checked_content,checked_output,checked_scoring,notes
PX221501,Scoliosis - Quality of Life,PX221501,Education,96,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/221501,"Allen, D. D., Gorton, G. E., Oeffinger, D. J., Tylkowski, C., Tucker, C. A., & Haley, S. M. (2008). Analysis of the Pediatric Outcomes Data Collection Instrument (PODCI) in ambulatory children with cerebral palsy using confirmatory factor analysis and item response theory methods. Journal of Pediatric Orthopedics , 28 (2), 192-198. Kunkel, S., Eismann, E., & Cornwall, R. (2011). Utility of the pediatric outcomes data collection instrument for assessing acute hand and wrist injuries in children. Journal of Pediatric Orthopaedics , 31 (7), 767-772. [PhenX: https://www.phenxtoolkit.org/protocols/view/221501]",phenx,en,0,no,,,,The Pediatric Outcomes Data Collection Instrument (PODCI) was developed by the American Academy of Orthopaedic Surgeons®
PX230701,Weight Change Goals,PX230701,Self & Coping,2,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/230701,"Brener, N. D., Kann, L., McManus, T., Kinchen, S. A., Sundberg, E. C., & Ross, J. G. (2002). The reliability of the 1999 Youth Risk Behavior Survey Questionnaire. Journal of Adolescent Health, 1 (4), 336-342. Bish, C.L., Blanck, H.M., Serdula, MK., Marcus, M., Kohl, HW 3 rd , Kahn, LK. (2005). Diet and physical activity behaviors among Americans trying to lose weight: 2000 Behavioral Risk Factor Surveillance System. Obesity Research, Mar; 13(3): 596-607. [PhenX: https://www.phenxtoolkit.org/protocols/view/230701]",phenx,en,0,no,,,,This is a two-item measure of an individual’s weight change goals used in the 2015 Youth Risk Behavior Survey (YRBS).
PX230801,Use of Creatine Growth Hormone and Steroids,PX230801,Self & Coping,3,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/230801,"Neumark-Sztainer, D., & Eisenberg, M. E. (2014). Body image concerns, muscle-enhancing behaviors, and eating disorders in males. JAMA, 312 (20), 2156-2157. [PhenX: https://www.phenxtoolkit.org/protocols/view/230801]",phenx,en,0,yes,,,,"This is a single-item, three-part measure taken from the Growing Up Today Study (GUTS) that assesses use and frequency o"
PX240701,Difficulties in Pregnancy,PX240701,Health,13,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/240701,"Alderdice, F., Savage-McGlynn, E., Martin, C., McAuliffe, F., Hunter, A., Unterscheider, J., . . . Malone, F. (2013). The Prenatal Distress Questionnaire: An investigation of factor structure in a high risk population. Journal of Reproductive and Infant Psychology, 31 (5), 456-464. Haas, D. M., Parker, C. B., Wing, D. A., Parry, S., Grobman, W. A., Mercer, B. M., . . . Reddy, U. M.; NuMo2b Study. (2015). A description of the methods of the Nulliparous Pregnancy Outcomes Study: Monitoring mothers-to-be (nuMoM2b). American Journal of Obstetrics and Gynecology , 212 (4), 539.e531-539.e524. Yali, A. M., & Lobel, M. (1999). Coping and distress in pregnancy: An investigation of medically high risk women. Journal of Psychosomatic Obstetrics and Gynaecology, 20 (1), 39-52. [PhenX: https://www.phenxtoolkit.org/protocols/view/240701]",phenx,en,0,no,,,,"A single-item (with 13 subparts), Likert-style self-report questionnaire used to capture information about a woman’s pre"
PX241201,Mode of Conception - Interview,PX241201,Health,7,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/241201,"Core State Preconception Health Indicators-Pregnancy Risk Assessment Monitoring System and Behavioral Risk Factor Surveillance System, 2009. (2014). Morbidity and Mortality Weekly Report, 63(ss03):1-62. [PhenX: https://www.phenxtoolkit.org/protocols/view/241201]",phenx,en,0,no,,,,A woman who gave birth is asked several questions about the amount of time she spent trying to become pregnant and if sh
PX241301,Mode of Delivery - Interview,PX241301,Health,8,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/241301,"Bovbjerg, M. L. & Siega-Riz, A. M. (2009). Exercise during pregnancy and cesarean delivery: North Carolina PRAMS, 2004-2005. Birth , 36(3), 200-207. [PhenX: https://www.phenxtoolkit.org/protocols/view/241301]",phenx,en,0,no,,,,A woman who gave birth is asked several questions about how the baby was delivered.
PX250401,Knee Injury and Osteoarthritis,PX250401,Health,42,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/250401,"Ageberg, E., Forssblad, M., Herbertsson, P., & Roos, E. M. (2010). Sex differences in patient-reported outcomes after anterior cruciate ligament reconstruction: Data from the Swedish Knee Ligament Register. American Journal of Sports Medicine, 38, 1334-1342. Alviar, M. J., Olver, J., Brand, C., Hale, T., & Khan, F. (2011). Do patient-reported outcome measures used in assessing outcomes in rehabilitation after hip and knee arthroplasty capture issues relevant to patients? Results of a systematic review and ICF linking process. Journal of Rehabilitation Medicine: Official Journal of the UEMS European Board of Physical and Rehabilitation Medicine, 43, 374-381. Bellamy, N., Buchanan, W. W., Goldsmith, C. H., Campbell, J., & Stitt, L. W. (1988). Validation study of WOMAC: a health status instrument for measuring clinically important patient relevant outcomes to antirheumatic drug therapy in patients with osteoarthritis of the hip or knee. Journal of Rheumatology, 15, 1833-1840. Collins, N. J., Prinsen, C.A., Christensen, R., Bartels, E.M., Terwee, C.B., Roos, E.M. (2016). Knee Injury and Osteoarthritis Outcome Score (KOOS): systematic review and meta-analysis of measurement properties. Osteoarthritis Cartilage , 24(8): 1317-1329. Collins, N. J., Misra, D., Felson, D. T., Crossley, K. M., & Roos, E. M. (2011). Measures of knee function: International Knee Documentation Committee (IKDC) Subjective Knee Evaluation Form, Knee Injury and Osteoarthritis Outcome Score (KOOS), Knee Injury and Osteoarthritis Outcome Score Physical Function Short Form (KOOS-PS), Knee Outcome Survey Activities of Daily Living Scale (KOS-ADL), Lysholm Knee Scoring Scale, Oxford Knee Score (OKS), Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC), Activity Rating Scale (ARS), and Tegner Activity Score (TAS). Arthritis Care and Research;63 (Suppl. 11), S208-S228. Collins, N. J., & Roos, E. M. (2012). Patient-reported outcomes for total hip and knee arthroplasty: commonly used instruments and attributes of a ""good"" measure. Clinics in Geriatric Medicine, 28, 367-394. Frobell, R. B., Svensson, E., Gothrick, M., & Roos, E. M. (2008). Self-reported activity level and knee function in amateur football players: The influence of age, gender, history of knee injury and level of competition. Knee Surgery, Sports Traumatology, Arthroscopy, 16, 713-719. Garratt, A. M., Brealey, S., & Gillespie, W. J. (2004). Patient-assessed health instruments for the knee: A structured review. Rheumatology (Oxford), 43, 1414-1423. Gudbergsen, H., Bartels, E. M., Krusager, P., Waehrens, E. E., Christensen, R., Danneskiold-Samsoe, B., & Bliddal, H. (2011). Test-retest of computerized health status questionnaires frequently used in the monitoring of knee osteoarthritis: a randomized crossover trial. BMC Musculoskeletal Disorders, 12, 190. Nilsdotter, A. K., Toksvig-Larsen, S., & Roos, E. M. (2009). A 5 year prospective study of patient-relevant outcomes after total knee replacement. Osteoarthritis Cartilage, 17, 601-606. Ostenberg, A., Roos, E., Ekdahl, C., & Roos, H. (2000). Physical capacity in female soccer players-does age make a difference? Advances in Physiotherapy, 2, 39-48. Paradowski, P. T., Bergman, S., Sunden-Lundius, A., Lohmander, L. S., & Roos, E. M. (2006). Knee complaints vary with age and gender in the adult population. Population-based reference data for the Knee injury and Osteoarthritis Outcome Score (KOOS). BMC Musculoskeletal Disorders, 7, 38. Rodriguez-Merchan, E. C. (2012). Knee instruments and rating scales designed to measure outcomes. Journal of Orthopaedics andTraumatology: Official Journal of the Italian Society of Orthopaedics and Traumatology, 13, 1-6. Roos, E., Engelhart, L., Ranstam, J., Anderson, A., Irrgang, J., Marx, R., . . . Davis, A. M. (2011). ICRS Recommendation Document: Patient-reported outcome instruments for use in patients with articular cartilage defects. Cartilage, 2, 122-136. Roos, E. M., & Lohmander, L. S. (2003). Knee injury and Osteoarthritis Outcome Score (KOOS): From joint injury to osteoarthritis. Health and Quality of Life Outcomes, 1 , 64. Roos, E. M., Klassbo, M., & Lohmander, L. S. (1999). WOMAC osteoarthritis index. Reliability, validity, and responsiveness in patients with arthroscopically assessed osteoarthritis. Western Ontario and McMaster Universities. Scandinavian Journal of Rheumatolology, 28, 210-215. Roos, E. M., Roos, H. P., & Lohmander, L. S. (1999). WOMAC Osteoarthritis Index-Additional dimensions for use in subjects with post-traumatic osteoarthritis of the knee. Western Ontario and McMaster Universities. Osteoarthritis Cartilage, 7, 216-221. Wright, R. W. (2009). Knee injury outcomes measures. Journal of the American Academy of Orthopaedic Surgeons, 17, 31-39 [PhenX: https://www.phenxtoolkit.org/protocols/view/250401]",phenx,en,0,no,,,,"A self-administered questionnaire consisting 42 Likert-style items in five subscales: Pain, Other Symptoms, Function in "
PX270201,English Proficiency,PX270201,Health,1,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/270201,"U.S. Census Bureau. (2020). American Community Survey (ACS), 2020. Washington, DC: Author. Question number: Person 1, #14a and #14b. Berdahl, T. A., & Kirby, J. B. (2018). Patient-provider communication disparities by limited English proficiency (LEP): Trends from the US Medical Expenditure Panel Survey, 2006-2015. Journal of General Internal Medicine, 1–7. Chan, K. S., Keeler, E., Schonlau, M., Rosen, M., & Mangione-Smith, R. (2005). How do ethnicity and primary language spoken at home affect management practices and outcomes in children and adolescents with asthma? Archives of Pediatrics and Adolescent Medicine, 159(3), 283–289. Fernandez, A., Warton, E. M., Schillinger, D., Moffet, H. H., Kruger, J., Adler, N., & Karter, A. J. (2018). Language barriers and LDL-C/SBP control among Latinos with diabetes. American Journal of Managed Care, 24(9), 405–410. Kim, E. J., Kim, T., Paasche-Orlow, M. K., Rose, A. J., & Hanchate, A. D. (2017). Disparities in hypertension associated with limited English proficiency. Journal of General Internal Medicine, 32(6), 632–639. Njeru, J. W., Boehm, D. H., Jacobson, D. J., Guzman-Corrales, L. M., Fan, C., Shimotsu, S., & Wieland, M. L. (2017). Diabetes outcome and process measures among patients who require language interpreter services in Minnesota primary care practices. Journal of Community Health, 42(4), 819–825. Taira, B. R., Kim, K., & Mody, N. (2019). Hospital and health system-level interventions to improve care for limited English proficiency patients: A systematic review. Joint Commission Journal on Quality and Patient Safety, 45(6), 446–458. U.S. Department of Commerce, Economics and Statistics Administration, U.S. Census Bureau. (2016). American Community Survey (ACS): Why we ask questions about… Language spoken at home. Retrieved from https://www.census.gov/acs/www/about/why-we-ask-each-question/language/ U.S. Department of Commerce, Economics and Statistics Administration, U.S. Census Bureau. (2020). Get help responding to the ACS. Retrieved from https://www.census.gov/programs-surveys/acs/respond/get-help.html [PhenX: https://www.phenxtoolkit.org/protocols/view/270201]",phenx,en,0,no,,,,The respondent completes a question from the California Health Interview Survey (CHIS) asking for the respondent’s own o
PX270402,Health Literacy,PX270402,Health,3,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/270402,"Sand-Jecklin, K., & Coyle, S. (2014). Brief Health Literacy Screen (BHLS) [Database record]. APA PsycTests. https://doi.org/10.1037/t37729-000 Chew LD, Bradley KA, Boyko EJ. Brief questions to identify patients with inadequate health literacy. Fam Med. 2004 Sep;36(8):588-94. PMID: 15343421. Osborn, C. Y., Wallston, K. A., Shpigel, A., Cavanaugh, K., Kripalani, S., & Rothman, R. L. (2013). Development and validation of the General Health Numeracy Test (GHNT). Patient education and counseling, 91(3), 350-356. Sarkar, U., Schillinger, D., López, A., & Sudore, R. (2011). Validation of self-reported health literacy questions among diverse English and Spanish-speaking populations. Journal of general internal medicine, 26(3), 265-271. Schillinger D1, Grumbach K, Piette J, Wang F, Osmond D, Daher C, Palacios J, Sullivan GD, Bindman AB. (2002). Association of health literacy with diabetes outcomes. JAMA, 288(4):475-82. [PhenX: https://www.phenxtoolkit.org/protocols/view/270402]",phenx,en,0,no,,,,The protocol includes three items designed to assess an English-speaking adult‘s ability to read and understand medical 
PX270501,Occupational Prestige,PX270501,Health,2,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/270501,"Fernandez, C. A., Christ, S. L., LeBlanc, W. G., Arheart, K. L., Dietz, N. A., McCollister, K. E., … Lee, D. J. (2015). Effect of childhood victimization on occupational prestige and income trajectories. PLoS One, 10(2), e0115519. Frederick, C. (2010). A crosswalk for using pre-2000 occupational status and prestige codes with post-2000 occupation codes (Working Paper No. 2010-03). Center for Demography and Ecology, University of Wisconsin-Madison, WI. PMID: 25506974 Fujishiro, K., Xu, J., & Gong, F. (2010). What does ""occupation"" represent as an indicator of socioeconomic status? Exploring occupational prestige and health. Social Science & Medicine, 71(12), 2100–2107. Nakao, K., & Treas, J. (1992). The 1989 socioeconomic index of occupations: Construction from the 1989 occupational prestige scores. GSS Methodological Report, 74. U.S. Census Bureau. (2022). The American Community Survey. American Community Survey (ACS). Retrieved from https://www2.census.gov/programs-surveys/acs/methodology/questionnaires/2022/quest22.pdf U.S. Census Bureau. (2020). U.S. Department of Commerce, Economics and Statistics Administration. Retrieved from https://census.gov/ [PhenX: https://www.phenxtoolkit.org/protocols/view/270501]",phenx,en,0,no,,,,This protocol includes two self-administered questions from the American Community Survey (ACS) that capture the respond
